crewlistID,vesselID,vessel,rig,masterID,master,voyageID,voyage,list_date,port,custom_house,destination,source,images,inbound_date,transcriber,scan
AC038871,AS0149,Dryade,Brig,AM4142,"Rogers, William B.",AV03887,"Dryade : 1840-1842",1840-Apr-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC038881,AS0152,Drymo,Bark,AM4953,"Taber, John Smith",AV03888,"Drymo : 1844-1845",1844-Aug-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC038891,AS0152,Drymo,Bark,AM2398,"Hammond, Charles B.",AV03889,"Drymo : 1841-1844",1841-Aug-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC038901,AS0151,Dunbarton,Bark,AM2422,"Handy, Benjamin Bumpus",AV03890,"Dunbarton : 1846-1848",1846-Jun-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC038911,AS0151,Dunbarton,Bark,AM3373,"Mayhew, Matthew",AV03891,"Dunbarton : 1848-1850",1848-Sep-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC038921,AS0151,Dunbarton,Bark,AM1516,"Davis, Alfred C.",AV03892,"Dunbarton : 1850-1852",1850-Jul-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC038931,AS0151,Dunbarton,Bark,AM2494,"Hathaway, Humphrey",AV03893,"Dunbarton : 1852-1854",1852-Dec-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC038951,AS0151,Dunbarton,Bark,AM3646,"Nye, Joseph Palmer",AV03895,"Dunbarton : 1854-1855",1854-Jun-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC038961,AS0151,Dunbarton,Bark,AM3646,"Nye, Joseph Palmer",AV03896,"Dunbarton : 1855-1858",1855-Nov-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC038980,AS0168,Dwight,Brig,AM3610,"Norton, Abner P.",AV03898,"Dwight : 1827-1829",1827-Oct-01,,"New Bedford","Pacific Ocean","NBPL Reel 166",,NULL,NULL,NULL
AC038993,AS0168,Dwight,Brig,AM5460,"Wood 2nd, James",AV03899,"Dwight : 1830","1830 Nov 9","New Bedford","New Bedford","Cape of Good Hope","NBFPL Reel 166",,,"Robert Hussey",Dwight_1830_03899
AC039041,AS0426,"E. B. Phillips",Bark,AM2024,"Francis, Joseph C.",AV03904,"E. B. Phillips : 1874-1876",1874-Jul-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC039051,AS0426,"E. B. Phillips",Bark,AM2024,"Francis, Joseph C.",AV03905,"E. B. Phillips : 1876-1880",1876-Oct-31,,"New Bedford",,NB,,NULL,NULL,NULL
AC039061,AS0426,"E. B. Phillips",Bark,AM2024,"Francis, Joseph C.",AV03906,"E. B. Phillips : 1881-1884",1881-May-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC039071,AS0426,"E. B. Phillips",Bark,AM2031,"Frazier (Frasier), Edward M.",AV03907,"E. B. Phillips : 1884-1885",1884-Oct-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC039081,AS0426,"E. B. Phillips",Bark,AM0885,"Chapel, Christopher B.",AV03908,"E. B. Phillips : 1868-1871",1868-Aug-22,,"New London","Indian Ocean","NARA, NE Region","40192, 40193, 40194",NULL,NULL,NULL
AC039101,AS0191,"E. Corning",Bark,AM4158,"Rotch, Francis Ormond",AV03910,"E. Corning : 1855-1860",1855-Aug-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC039111,AS0191,"E. Corning",Bark,AM4698,"Stetson, Charles",AV03911,"E. Corning : 1860-1866",1860-Nov-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC039121,AS0191,"E. Corning",Bark,AM4946,"Taber, George",AV03912,"E. Corning : 1866-1869",1866-Jul-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC039131,AS0191,"E. Corning",Bark,AM1343,"Cornell, John W.",AV03913,"E. Corning : 1869-1870",1869-Apr-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC039491,AS1240,"E. R. Sawyer",Schooner,AM2998,"Kimball, John",AV03949,"E. R. Sawyer : 1856-1858",1856-Aug-12,,"New London","Desolation Island & Elsewhere Whaling","NARA, NE Region","33469, 33470",NULL,NULL,NULL
AC039501,AS1240,"E. R. Sawyer",Schooner,AM5294,"Whipple, Henry W. ?",AV03950,"E. R. Sawyer : 1858-1860",1858-Jun-10,,"New London","Desolation & Heard's Islands Elephanting","NARA, NE Region","33545, 33546",NULL,NULL,NULL
AC039521,AS1240,"E. R. Sawyer",Schooner,AM3230,"Lyon, Martin",AV03952,"E. R. Sawyer : 1860-1862",1860-Jun-26,,"New London","Desolation Island","NARA, NE Region","33647, 33648",NULL,NULL,NULL
AC039531,AS1240,"E. R. Sawyer",Schooner,AM4134,"Rogers, Jared S.",AV03953,"E. R. Sawyer : 1862-1864",1862-Jul-24,,"New London","Desolation Island Elephanting","NARA, NE Region","33725, 33726",NULL,NULL,NULL
AC039541,AS1240,"E. R. Sawyer",Schooner,AM4133,"Rogers, James Henry",AV03954,"E. R. Sawyer : 1864-1866",1864-Jul-13,,"New London","Desolation Island & Elsewhere","NARA, NE Region","40046, 40047",NULL,NULL,NULL
AC039561,AS1242,Eagle,Ship,AM3832,"Perry, Samuel",AV03956,"Eagle : 1840-1843",1840-Dec-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC039571,AS1242,Eagle,Ship,AM3832,"Perry, Samuel",AV03957,"Eagle : 1843-1846",1843-Jun-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC039691,AS0177,Eagle,Ship,AM0762,"Burgess, Isaiah",AV03969,"Eagle : 1827-1829",1827-Oct-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC039700,AS0177,Eagle,Ship,AM2527,"Hawes, Shubael",AV03970,"Eagle : 1829-1830",1829-Jun-08,,"New Bedford","Brazil Banks","NBFPL reel 166",,NULL,NULL,NULL
AC039701,AS0177,Eagle,Ship,AM2527,"Hawes, Shubael",AV03970,"Eagle : 1829-1830",1829-Jun-08,,"New Bedford","Brazil Banks","NBFPL reel 166",,NULL,NULL,NULL
AC039751,AS0177,Eagle,Ship,AM2333,"Grinnell, Joshua",AV03975,"Eagle : 1833-1836",1833-Aug-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC039781,AS0177,Eagle,Ship,AM5465,"Wood, William",AV03978,"Eagle : 1844-1849",1844-Dec-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC039791,AS0177,Eagle,Ship,AM3942,"Potter, Joshua, Jr.",AV03979,"Eagle : 1849-1853",1849-Jun-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC039801,AS0177,Eagle,Ship,AM4578,"Snow, Otis S.",AV03980,"Eagle : 1853-1856",1853-Oct-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC039821,AS0177,Eagle,Bark,AM3407,"McNally, John",AV03982,"Eagle : 1856-1861",1856-Oct-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC039831,AS0177,Eagle,Bark,AM0080,"Allen, James Ryder",AV03983,"Eagle : 1862-1864",1862-Jun-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC039841,AS0177,Eagle,Bark,AM3401,"McKenzie, James H.",AV03984,"Eagle : 1865-1869",1865-Jun-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC039861,AS1243,Eagle,Brig,AM5363,"Williams, Frederick",AV03986,"Eagle : 1837-1839",1837-Apr-18,Salem,Salem,"South Atlantic","NARA, NE Region","17747, 17748, 17749, 17750",NULL,NULL,NULL
AC039921,AS0192,"Eben Dodge",Bark,AM3620,"Norton, John Warren",AV03992,"Eben Dodge : 1856-1858",1856-May-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC039931,AS0192,"Eben Dodge",Bark,AM3112,"Lewis, William",AV03993,"Eben Dodge : 1858-1861",1858-Nov-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC039941,AS0192,"Eben Dodge",Bark,AM2760,"Hoxie, Gideon C.",AV03994,"Eben Dodge : 1861-1861",1861-Nov-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC040041,AS1255,Edward,Brig,AM3373,"Mayhew, Matthew",AV04004,"Edward : 1841-1842",1841-Apr-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC040051,AS1255,Edward,Brig,AM4956,"Taber, Joseph R., Jr.",AV04005,"Edward : 1842-1843",1842-Mar-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC040061,AS1255,Edward,Brig,AM4956,"Taber, Joseph R., Jr.",AV04006,"Edward : 1843-1844",1843-Oct-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC040071,AS1255,Edward,Brig,AM4601,"Southworth, Thomas Jefferson",AV04007,"Edward : 1844-1845",1844-Oct-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC040201,AS0180,Edward,Ship,AM0296,"Barker, John S.",AV04020,"Edward : 1845-1849",1845-Jul-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC040241,AS1252,Edward,Bark,AM4657,"Stanton, William B.",AV04024,"Edward : 1856-1860",1856-Jul-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC040251,AS1252,Edward,Bark,AM4433,"Smalley, Orrick",AV04025,"Edward : 1860-1864",1860-Jun-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC040261,AS1252,Edward,Bark,AM5487,"Worth, Charles Perry",AV04026,"Edward : 1864-1864",1864-Aug-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC040341,AS0197,"Edward Everett",Bark,AM4363,"Silva, Joseph D.",AV04034,"Edward Everett : 1867-1869",1867-Jun-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC040351,AS0197,"Edward Everett",Bark,AM5306,"White, Hubert A.",AV04035,"Edward Everett : 1869-1873",1869-Nov-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC040361,AS0197,"Edward Everett",Bark,AM4363,"Silva, Joseph D.",AV04036,"Edward Everett : 1873-1875",1873-Jul-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC040371,AS0197,"Edward Everett",Bark,AM2214,"Gifford, Rufus W.",AV04037,"Edward Everett : 1875-1875",1875-Oct-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC040381,AS1252,Edward,Bark,AM3179,"Luce, Edwin A.",AV04038,"Edward : 1846-1849",1846-Jun-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC040391,AS1252,Edward,Bark,AM3198,"Luce, Presbury N.",AV04039,"Edward : 1849-1853",1849-Jun-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC040401,AS1252,Edward,Bark,AM4455,"Smith, Abner",AV04040,"Edward : 1853-1856",1853-Oct-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC040481,AS1251,"Edward Quesnel",ship,AM0327,"Barnard, Joseph S.",AV04048,"Edward Quesnel : 1832-1835",1832-Sep-16,"Fall River","Fall River",Pacific,"NARA Waltham",,NULL,NULL,NULL
AC040491,AS1251,"Edward Quesnel",ship,AM5465,"Wood, William",AV04049,"Edward Quesnel : 1836-1839",1836-Jun-16,"Fall River","Fall River","South Seas, Pacific","NARA Waltham",,NULL,NULL,NULL
AC040671,AS0430,"Eleanor B. Conwell",Schr,AM0208,"Avery, James F.",AV04067,"Eleanor B. Conwell : 1878-1879",1878-May-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC040681,AS0430,"Eleanor B. Conwell",Schr,AM1361,"Costa, Manuel Estaus",AV04068,"Eleanor B. Conwell : 1879-1880",1879-Oct-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC040691,AS0430,"Eleanor B. Conwell",Schr,AM1361,"Costa, Manuel Estaus",AV04069,"Eleanor B. Conwell : 1880-1882",1880-Nov-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC040701,AS0430,"Eleanor B. Conwell",Schr,AM1361,"Costa, Manuel Estaus",AV04070,"Eleanor B. Conwell : 1883-1884",1883-Apr-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC040711,AS0430,"Eleanor B. Conwell",Schr,AM1361,"Costa, Manuel Estaus",AV04071,"Eleanor B. Conwell : 1884-1885",1884-Oct-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC040721,AS0430,"Eleanor B. Conwell",Schr,AM2010,"Foster, Joseph B.",AV04072,"Eleanor B. Conwell : 1885",1885-Apr-27,,"New Bedford",,NB,,NULL,NULL,NULL
AC040731,AS0430,"Eleanor B. Conwell",Schr,AM2010,"Foster, Joseph B.",AV04073,"Eleanor B. Conwell : 1885-1887",1885-Oct-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC040741,AS0430,"Eleanor B. Conwell",Schr,AM2010,"Foster, Joseph B.",AV04074,"Eleanor B. Conwell : 1887-1888",1887-Oct-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC040751,AS0430,"Eleanor B. Conwell",Schr,AM0208,"Avery, James F.",AV04075,"Eleanor B. Conwell : 1889-1890",1889-Apr-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC040761,AS0430,"Eleanor B. Conwell",Schr,AM0208,"Avery, James F. ?",AV04076,"Eleanor B. Conwell : 1890-1892",1890-Oct-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC040771,AS0430,"Eleanor B. Conwell",Schr,AM3391,"McCoy, William B.",AV04077,"Eleanor B. Conwell : 1893-1896",1893-Apr-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC040781,AS0430,"Eleanor B. Conwell",Schr,AM0208,"Avery, James F.",AV04078,"Eleanor B. Conwell : 1897-1898",1897-May-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC040791,AS0430,"Eleanor B. Conwell",Schr,AM2248,"Gomes, Manuel Francisco",AV04079,"Eleanor B. Conwell : 1898",1898-May-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC040801,AS0430,"Eleanor B. Conwell",Schr,AM2248,"Gomes, Manuel Francisco",AV04080,"Eleanor B. Conwell : 1898-1899",1898-Oct-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC040811,AS0430,"Eleanor B. Conwell",Schr,AM2248,"Gomes, Manuel Francisco",AV04081,"Eleanor B. Conwell : 1899-1901",1899-Oct-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC040821,AS0430,"Eleanor B. Conwell",Schr,AM5013,"Thompson, Joseph",AV04082,"Eleanor B. Conwell : 1902-1904",1902-May-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC040831,AS0430,"Eleanor B. Conwell",Schr,AM2249,"Gonsalves, John Teofilo",AV04083,"Eleanor B. Conwell : 1904-1905",1904-Aug-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC040851,AS0430,"Eleanor B. Conwell",Schr,AM2249,"Gonsalves, John Teofilo",AV04085,"Eleanor B. Conwell : 1906",1906-Apr-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC040861,AS0430,"Eleanor B. Conwell",Schr,AM3483,"Morris, Frank C.",AV04086,"Eleanor B. Conwell : 1906-1907",1906-Jun-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC040871,AS0430,"Eleanor B. Conwell",Schr,AM2249,"Gonsalves, John Teofilo",AV04087,"Eleanor B. Conwell : 1907",1907-Jun-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC040991,AS1261,Electra,Ship,AM2322,"Griffing, Maxwell",AV04099,"Electra : 1829-1830",1829-Jun-25,,"New London","Brazil Banks","NARA, NE Region","21282, 21283",NULL,NULL,NULL
AC041001,AS1261,Electra,Ship,AM2322,"Griffing, Maxwell (Marshall)",AV04100,"Electra : 1830-1831",1830-Jul-10,,"New London","Brazil Banks","NARA, NE Region","31078, 31079",NULL,NULL,NULL
AC041011,AS1261,Electra,Ship,AM0863,"Caverly (Cavarly), John",AV04101,"Electra : 1831",1831-Jun-13,,"New London","South Atlantic Ocean","NARA, NE Region","31194, 31195",NULL,NULL,NULL
AC041021,AS1261,Electra,Ship,AM0943,"Chester, Braddock N.",AV04102,"Electra : 1832-1833",1832-May-17,,"New London","South Atlantic","NARA, NE Region","31251, 31250",NULL,NULL,NULL
AC041031,AS1261,Electra,Ship,AM3750,"Payne, William H.",AV04103,"Electra : 1833-1834",1833-May-21,,"New London","South Atlantic","NARA, NE Region","31391, 31390",NULL,NULL,NULL
AC041051,AS1261,Electra,Ship,AM3060,"Lax, Leverett",AV04105,"Electra : 1835-1836",1835-Jul-27,,"New London","South Atlantic Ocean","NARA, NE Region","31654, 31655",NULL,NULL,NULL
AC041071,AS1261,Electra,Ship,AM3060,"Lax, Leverett",AV04107,"Electra : 1838-1840",1838-Jul-05,,"New London","South Atlantic Ocean and Elsewhere","NARA, NE Region","32075, 32076",NULL,NULL,NULL
AC041081,AS1261,Electra,Ship,AM4542,"Smith, Richard S. ?",AV04108,"Electra : 1840-1841",1840-May-18,,"New London","Indian Ocean","NARA, NE Region","32320, 32321",NULL,NULL,NULL
AC041101,AS1261,Electra,Ship,AM5172,"Ward, John L.",AV04110,"Electra : 1841-1843",1841-Jul-20,,"New London","Indian Ocean","NARA, NE Region","32391, 32392",NULL,NULL,NULL
AC041111,AS1261,Electra,Ship,AM5172,"Ward, John L.",AV04111,"Electra : 1843-1845",1843-Jun-17,,"New London","Indian & Pacific Ocean","NARA, NE Region","32598, 32599",NULL,NULL,NULL
AC041121,AS1261,Electra,Ship,AM5173,"Ward, Joseph M.",AV04112,"Electra : 1845-1847",1845-Apr-22,,"New London","North Pacific Ocean","NARA, NE Region","32758, 32759",NULL,NULL,NULL
AC041131,AS1261,Electra,Ship,AM0673,"Brown, Robert Wilcox",AV04113,"Electra : 1847-1850",1847-Jul-19,,"New London","Indian & Pacific","NARA, NE Region","32852, 32853",NULL,NULL,NULL
AC041161,AS1261,Electra,Ship,AM1021,"Clark, William W.",AV04116,"Electra : 1850-1854",1850-May-31,,"New London",NorthwestCoast,"NARA, NE Region","33162, 33163",NULL,NULL,NULL
AC041171,AS1261,Electra,Ship,AM0679,"Brown, Theophilus Morgan",AV04117,"Electra : 1854-1857",1854-Jun-06,,"New London","North Pacific Ocean & Other Seas","NARA, NE Region","33330, 33331",NULL,NULL,NULL
AC041181,AS1261,Electra,Ship,AM0679,"Brown, Theophilus Morgan",AV04118,"Electra : 1857-1859",1857-Jun-15,,"New London","Pacific Ocean & Elsewhere","NARA, NE Region","33502, 33503",NULL,NULL,NULL
AC041191,AS1261,Electra,Ship,AM0679,"Brown, Theophilus Morgan",AV04119,"Electra : 1859-1862",1859-Aug-15,,"New London","North Pacific","NARA, NE Region","33620, 33621",NULL,NULL,NULL
AC041201,AS1261,Electra,Ship,AM4868,"Sisson, Oliver",AV04120,"Electra : 1862-1863",1862-Aug-04,,"New London","Whaling Voyage","NARA, NE Region","33719, 33720",NULL,NULL,NULL
AC041221,AS0184,"Elisha Dunbar",Bark,AM1784,"Ellis, Benjamin",AV04122,"Elisha Dunbar : 1851-1854",1851-Jun-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC041231,AS0184,"Elisha Dunbar",Bark,AM4113,"Robbins, Charles H.",AV04123,"Elisha Dunbar : 1854",1854-Jun-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC041241,AS0184,"Elisha Dunbar",Bark,AM3119,"Lincoln, James Lawrence",AV04124,"Elisha Dunbar : 1854-1858",1854-Nov-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC041251,AS0184,"Elisha Dunbar",Bark,AM3119,"Lincoln, James Lawrence",AV04125,"Elisha Dunbar : 1858-1862",1858-Aug-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC041261,AS0184,"Elisha Dunbar",Bark,AM2193,"Gifford, David R.",AV04126,"Elisha Dunbar : 1862-1862",1862-Aug-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC041411,AS0193,Eliza,Bark,AM1344,"Cornell, Joseph H.",AV04141,"Eliza : 1856-1860",1856-Nov-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC041421,AS0193,Eliza,Bark,AM1586,"Devoll, William",AV04142,"Eliza : 1860-1864",1860-Oct-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC041431,AS0193,Eliza,Bark,AM5439,"Witherell, James M.",AV04143,"Eliza : 1865-1869",1865-Jul-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC041441,AS0193,Eliza,Bark,AM1590,"Dimond, John D.",AV04144,"Eliza : 1869-1873",1869-Aug-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC041451,AS0193,Eliza,Bark,AM1590,"Dimond, John D.",AV04145,"Eliza : 1874-1882",1874-May-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC041471,AS1272,Eliza,Ship,AM5697,"Winn, Joseph D., Jr.",AV04147,"Eliza : 1833",1833-May-23,Salem,Salem,"Pacific Ocean","NARA, NE Region","16126, 16127, 16128, 16129, 16130",NULL,NULL,NULL
AC041481,AS1272,Eliza,Bark,AM3983,"Radcliff, William C.",AV04148,"Eliza : 1838-1841",1838-Nov-21,Salem,Salem,"on a whaling voyage","NARA, NE Region","18259, 18260, 18263, 18264, 18265",NULL,NULL,NULL
AC041491,AS1272,Eliza,Bark,AM0926,"Chase, Peter F.",AV04149,"Eliza : 1841-1843",1841-Jul-03,Salem,Salem,"Whaling voyage","NARA, NE Region","19488, 19489",NULL,NULL,NULL
AC041681,AS0199,"Eliza Adams",Ship,AM2637,"Holley, William",AV04168,"Eliza Adams : 1842-1845",1842-Jul-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC041691,AS0199,"Eliza Adams",Ship,AM2435,"Harding, Ephraim",AV04169,"Eliza Adams : 1846-1849 ",1846-Jun-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC041711,AS0199,"Eliza Adams",Ship,AM4483,"Smith, Francis Cottle ?",AV04171,"Eliza Adams : 1851-1854",1851-Oct-31,,"New Bedford",,NB,,NULL,NULL,NULL
AC041721,AS0199,"Eliza Adams",Ship,AM2526,"Hawes, Jonathan Capen",AV04172,"Eliza Adams : 1854-1857",1854-Oct-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC041731,AS0199,"Eliza Adams",Ship,AM5003,"Thomas, Reuben T.",AV04173,"Eliza Adams : 1857-1861",1857-Sep-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC041741,AS0199,"Eliza Adams",Ship,AM1824,"Fish, Coddington P.",AV04174,"Eliza Adams : 1863-1867",1863-Oct-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC041761,AS0199,"Eliza Adams",Ship,AM2380,"Hamblin, Caleb Osburn",AV04176,"Eliza Adams : 1867-1871",1867-Jul-20,,"New Bedford",,NB,,NULL,NULL,NULL
AC041771,AS0199,"Eliza Adams",Ship,AM2380,"Hamblin, Caleb Osburn",AV04177,"Eliza Adams : 1872-1876",1872-Jun-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC041781,AS0199,"Eliza Adams",Ship,AM1343,"Cornell, John W.",AV04178,"Eliza Adams : 1876-1878",1876-Sep-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC041791,AS0199,"Eliza Adams",Ship,AM2751,"Howland, Walter F.",AV04179,"Eliza Adams : 1879-1883",1879-Sep-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC041801,AS0199,"Eliza Adams",Ship,AM2751,"Howland, Walter F.",AV04180,"Eliza Adams : 1883-1887",1883-Oct-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC041860,AS0205,"Eliza Barker",Schooner,AM2758,"Howland II, William",AV04186,"Eliza Barker : 1821",1821-Mar-03,,"New Bedford","Coast of Labrador","NBFPL reel 166",,NULL,NULL,NULL
AC041861,AS0205,"Eliza Barker",Schr,AM2758,"Howland, William, II",AV04186,"Eliza Barker : 1821",1821-Mar-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC041901,AS0189,"Eliza F. Mason",Ship,AM2895,"Jernegan, Nathaniel Mayhew",AV04190,"Eliza F. Mason : 1853-1857",1853-Dec-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC041911,AS0189,"Eliza F. Mason",Ship,AM4541,"Smith, Richard P.",AV04191,"Eliza F. Mason : 1857-1861",1857-Oct-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC041951,AS1265,"Eliza L. B. Jenney",Ship,AM0970,"Church, John",AV04195,"Eliza L. B. Jenney : 1842-1846",1842-Nov-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC041961,AS1265,"Eliza L. B. Jenney",Ship,AM0079,"Allen, James",AV04196,"Eliza L. B. Jenney : 1846-1851",1846-Nov-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC041971,AS1265,"Eliza L. B. Jenney",Ship,AM3324,"Marsh, William",AV04197,"Eliza L. B. Jenney : 1851-1856",1851-Sep-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC041981,AS1265,"Eliza L. B. Jenney",Bark,AM3324,"Marsh, William",AV04198,"Eliza L. B. Jenney : 1856-1862",1856-Nov-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC042011,AS1278,Elizabeth,bark,AM5416,"Winslow, Bradford W.",AV04201,"Elizabeth : 1841-1844",1841-Nov-11,Freetown,"Fall River",,"printed history",,NULL,NULL,NULL
AC042031,AS1278,Elizabeth,bark,AM2194,"Gifford, Elihu",AV04203,"Elizabeth : 1844-1846",1844-Jul-14,Freetown,"Fall River",Indian,"NARA Waltham",,NULL,NULL,NULL
AC042041,AS1279,Elizabeth,Bark,AM0393,"Bates, Thomas C.",AV04204,"Elizabeth : 1841-1844",1841-May-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC042051,AS1279,Elizabeth,Bark,AM2873,"Jenney, Elisha C.",AV04205,"Elizabeth : 1844-1846",1844-Jul-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC042071,AS1279,Elizabeth,Bark,AM1914,"Flanders, Richard",AV04207,"Elizabeth : 1846-1848",1846-Aug-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC042091,AS1279,Elizabeth,Bark,AM1914,"Flanders, Richard",AV04209,"Elizabeth : 1849-1850",1849-Apr-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC042101,AS1279,Elizabeth,Bark,AM1566,"Dexter, Henry N.",AV04210,"Elizabeth : 1850-1852",1850-Dec-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC042111,AS1279,Elizabeth,Bark,AM2762,"Hoxie, Asa",AV04211,"Elizabeth : 1853-1856",1853-Jun-20,,"New Bedford",,NB,,NULL,NULL,NULL
AC042120,AS0203,Elizabeth,Sloop,AM1020,"Clark, William",AV04212,"Elizabeth : 1815",1815-May-27,,"New Bedford","Atlantic Ocean","NBFPL reel 166 ",,,NULL,NULL
AC042130,AS0203,Elizabeth,Sloop,AM0904,"Chase, George",AV04213,"Elizabeth : 1816",1816-Jun-12,,"New Bedford",,"NBFPL reel 166 ",,,NULL,NULL
AC042141,AS0203,Elizabeth,Sloop,AM5289,"Whippey, Josiah Bunker",AV04214,"Elizabeth : 1817",1817-May-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC042153,AS0194,Elizabeth,Schr,AM4159,"Rotch, Francis",AV04215,"Elizabeth : 1820","1820 Jul 26",Rochester,"New Bedford","Southern whale voyage","NBFPL Reel 176",,,"Joe Quigley",Elizabeth_1820_04215
AC042160,AS0203,Elizabeth,Brig,AM0474,"Blackmer 2nd, John",AV04216,"Elizabeth : 1821",1821-Jun-21,,"New Bedford","Cape de Verd Islands","NBFPL reel 166 ",,,NULL,NULL
AC042170,AS0203,Elizabeth,Bark,AM0474,"Blackmer 2nd, John",AV04217,"Elizabeth : 1822",1822-Jan-10,,"New Bedford","Cape de Verd Islands","NBFPL reel 166 ",,,NULL,NULL
AC042190,AS0203,Elizabeth,Brig,AM0474,"Blackmer 2nd, John",AV04219,"Elizabeth : 1823",1822-Aug-21,,"New Bedford","Cape De Verds","NBFPL reel 166 ",,,NULL,NULL
